"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","topic","topic_probability"
1393,"just got ur newsletter those fares really are unbelievable shame i already booked and paid for mine","just got ur newsletter those fares really are unbelievable shame i already booked and paid for mine",2009-04-06,"driveaway2008",0,"Neutral","Neutral","Disgust",0,0,1,1,0,1,0,0,FALSE,0,4,0.258620689655172
1394,"headache pleeeease go away","headache pleeeease go away",2009-04-06,"tonfaone",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.230769230769231
1395,"yep i blame my mate for taking me to see him in hamlet last year i wasn't to fussed before then!","yep i blame my mate for taking me to see him in hamlet last year i wasn't to fussed before then!",2009-04-07,"Domestic_Jules",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,1,FALSE,0,2,0.224137931034483
1396,"all the weight lost through healthy eating slimming world","all the weight lost through healthy eating slimming world",2009-04-06,"sarahagg",0,"Neutral","Neutral","Sadness",0,1,1,1,1,2,1,1,FALSE,0,5,0.218181818181818
1397,"school at least last day!!!!!!","school at least last day!!!!!!",2009-04-06,"niko_the_best",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,12.5,2,0.222222222222222
1398,"thelma i can't see shiz i see blank and me and u comments","thelma i can't see shiz i see blank and me and u comments",2009-04-07,"supergirlnancy",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.254545454545455
1399,"putting my resume in at foodworks tomorrow omg i hope i get it i will be able to start earning money! omg!!!!!","putting my resume in at foodworks tomorrow omg i hope i get it i will be able to start earning money! omg!!!!!",2009-04-07,"whoastepback",0,"Neutral","Neutral","Anticipation",1,4,0,0,2,0,2,2,FALSE,12.5,3,0.216666666666667
1400,"thanks to my new followers!","thanks to my new followers!",2009-04-06,"FerdinandFelix",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
1401,"ouch i can just imagine a toothpic in the eye or something","ouch i can just imagine a toothpic in the eye or something",2009-04-06,"ItsDawns",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.232142857142857
1402,"why do both of my best friends have to be shitty simultaneously? can u at least take turns hurting my feelings? jerks going sleep","why do both of my best friends have to be shitty simultaneously? can u at least take turns hurting my feelings? jerks going sleep",2009-04-06,"kersten_k",1,"Positive","Mild Positive","Anger",1,0,0,1,0,1,0,0,FALSE,12.5,5,0.216666666666667
1403,"goood morning tom and dougie","goood morning tom and dougie",2009-04-07,"brittanytastic",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.259259259259259
1404,"can't sleep again","can't sleep again",2009-04-06,"mscproductions",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
1405,"woo you won't regret it","woo you won't regret it",2009-04-06,"bluetib",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,4,0.226415094339623
1406,"i want a seahorse","i want a seahorse",2009-04-06,"ponyy",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.215686274509804
1407,"haha well i have lived in texas the past years i think that explains itself lol si habla espaool","haha well i have lived in texas the past years i think that explains itself lol si habla espaool",2009-04-07,"webmaster_paul",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.23728813559322
1408,"you keep deleting my number","you keep deleting my number",2009-04-07,"surye",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.230769230769231
1409,"cred ca ai dreptate","cred ca ai dreptate",2009-04-06,"pyuric",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
1410,"can't sleep and brother is at home with girlfriend and baby so i can't sleep in his room any more","can't sleep and brother is at home with girlfriend and baby so i can't sleep in his room any more",2009-04-07,"val_del_hierro",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,12.5,5,0.23728813559322
1411,"thank you! am at home pretty much everywhere provided i have broadband kiddin'","thank you! am at home pretty much everywhere provided i have broadband kiddin'",2009-04-06,"papadimitriou",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,1,0.228070175438596
1412,"at the time i was enjoying a beautiful warm evening in studio city","at the time i was enjoying a beautiful warm evening in studio city",2009-04-06,"brandalynmonroe",1,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,0,1,FALSE,0,3,0.263157894736842
1413,"i'm glad jelly beans are in season because i have been craving them","i'm glad jelly beans are in season because i have been craving them",2009-04-06,"khard",1,"Positive","Mild Positive","Anticipation",0,2,0,0,1,0,0,0,FALSE,0,5,0.226415094339623
1414,"waking up with my nespresso","waking up with my nespresso",2009-04-06,"sofiavalentine",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.215686274509804
1415,"aha! points to ang to kilian i'm getting better at this","aha! points to ang to kilian i'm getting better at this",2009-04-07,"AngGraham",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.222222222222222
1416,"sadly yes i think i need counciling now","sadly yes i think i need counciling now",2009-04-06,"Hanster7705",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,5,0.218181818181818
1417,"well the pc in my living room suffered a fatal partion lost all my itunes library is gone and some docs with pics","well the pc in my living room suffered a fatal partion lost all my itunes library is gone and some docs with pics",2009-04-06,"Nasef",0,"Neutral","Neutral","Sadness",1,0,0,1,0,2,0,0,FALSE,0,1,0.220338983050847
1418,"dierks bentley is comin' to columbus oh!! i wanna go so bad","dierks bentley is comin' to columbus oh!! i wanna go so bad",2009-04-06,"tshamysboo",-1.5,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,4,0.222222222222222
1419,"supposedly i should be a motel owner to get an insurance for the same as per some call center execs man i feel rich","supposedly i should be a motel owner to get an insurance for the same as per some call center execs man i feel rich",2009-04-06,"vishal_modh",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,1,0.232142857142857
1420,"watching star world","watching star world",2009-04-06,"kendirasabina",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,5,0.207547169811321
1421,"waiting for chris to make my dream come true amp give away day tickets","waiting for chris to make my dream come true amp give away day tickets",2009-04-06,"mskimmylou",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.229508196721311
1422,"i agree the jobros dont update theres very often","i agree the jobros dont update theres very often",2009-04-06,"marybacchus",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.218181818181818
1423,"work pears in liquid state bought for weekend they say fruits are healthy!","work pears in liquid state bought for weekend they say fruits are healthy!",2009-04-06,"kingoushka",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.206896551724138
1424,"ugh still working on project just taking a small break","ugh still working on project just taking a small break",2009-04-06,"Syph0n",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,0,5,0.241379310344828
1425,"it's going to be a long year for a's fans","it's going to be a long year for a's fans",2009-04-06,"tmgeary",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,1,0.222222222222222
1426,"i agreee! clearly they only want attention sorry i couldn't catch the train mateee","i agreee! clearly they only want attention sorry i couldn't catch the train mateee",2009-04-07,"itsjusttori",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,0,5,0.228070175438596
1427,"my avatar? lol! yup new ff new avatar everyone started changing theirs now too","my avatar? lol! yup new ff new avatar everyone started changing theirs now too",2009-04-06,"vjk2005",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,5,0.233333333333333
1428,"opening a partially frozen beer beer on the toaster under the oven and all over the counter the kitchen smells like we run a speakeasy","opening a partially frozen beer beer on the toaster under the oven and all over the counter the kitchen smells like we run a speakeasy",2009-04-06,"EvilChick",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,0,5,0.233333333333333
1429,"centrelink wasnt as bad as i thought it was going to be !!!!","centrelink wasnt as bad as i thought it was going to be !!!!",2009-04-06,"simtra13",1,"Positive","Mild Positive","Anger",1,1,1,1,0,1,0,0,FALSE,12.5,4,0.222222222222222
1430,"bars on monday awesome","bars on monday awesome",2009-04-06,"PeaceLoveTrees",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.226415094339623
1431,"going mimis with thoughts of shick and gavin degraw songs dancing in my head","going mimis with thoughts of shick and gavin degraw songs dancing in my head",2009-04-06,"emdanyell",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.218181818181818
1432,"im soooo cold right now","im soooo cold right now",2009-04-06,"JAHNcookie",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.203703703703704
1433,"finished everything she needs to do at work tonight ugh three hours of nothing coming up","finished everything she needs to do at work tonight ugh three hours of nothing coming up",2009-04-07,"tansykat",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,2,0.266666666666667
1434,"ahhh!! the drafthouse had a surprise world premiere screening of the new star trek last night! and i was at torchys!","ahhh!! the drafthouse had a surprise world premiere screening of the new star trek last night! and i was at torchys!",2009-04-07,"trpennington",0,"Neutral","Neutral","Joy",0,1,0,1,2,0,1,1,FALSE,12.5,3,0.23728813559322
1435,"everything alright?","everything alright?",2009-04-06,"policano",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.211538461538462
1436,"haha jeffree star's comment to me didnt make since but i still luv him i am like wide awake and freezing! listening to lady gaga","haha jeffree star's comment to me didnt make since but i still luv him i am like wide awake and freezing! listening to lady gaga",2009-04-06,"missmaristar",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,5,0.287878787878788
1437,"ok only more hours left and nobody died or got shot tonight! phewww!!! good night's work will rest easy on days off yayyy","ok only more hours left and nobody died or got shot tonight! phewww!!! good night's work will rest easy on days off yayyy",2009-04-06,"Michellebeaumom",-1,"Negative","Mild Negative","Surprise",1,1,0,1,1,1,2,1,FALSE,12.5,2,0.230769230769231
1438,"i miss the glass house but thankfully pretty much every moment of it has been uploaded onto youtube","i miss the glass house but thankfully pretty much every moment of it has been uploaded onto youtube",2009-04-07,"SusieCreagh",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,25,4,0.233333333333333
1439,"no problem tongue in cheek remark lots of acronyms but no nz","no problem tongue in cheek remark lots of acronyms but no nz",2009-04-06,"nzcjs",-1,"Negative","Mild Negative","Fear",0,0,0,1,0,1,0,0,FALSE,12.5,5,0.226415094339623
1440,"i hope we can fix you in california at least","i hope we can fix you in california at least",2009-04-07,"fantatango",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,4,0.236363636363636
1441,"fast amp the furious! it's awesome vin diesel? f ing hot! same goes for paul yum","fast amp the furious! it's awesome vin diesel? f ing hot! same goes for paul yum",2009-04-06,"_Kimberlina_",1,"Positive","Mild Positive","Anger",2,0,1,0,0,0,0,0,FALSE,0,5,0.258620689655172
1442,"dammit episode of kings won't play for some reason stopped in the middle now won't do anything","dammit episode of kings won't play for some reason stopped in the middle now won't do anything",2009-04-06,"kailashvasupati",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.245901639344262
1443,"i love u guys r the best!!","i love u guys r the best!!",2009-04-06,"ersle",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,TRUE,25,5,0.207547169811321
1444,"i like audio podcasts i listen while driving and walking exercise and lets face it some people don't belong on video","i like audio podcasts i listen while driving and walking exercise and lets face it some people don't belong on video",2009-04-06,"stevennoreyko",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.225806451612903
1445,"jon this ride you have taken us on is way too amazing! we are just glad you can hear us amp understand if you cant reply","jon this ride you have taken us on is way too amazing! we are just glad you can hear us amp understand if you cant reply",2009-04-07,"therightstuff",-1,"Negative","Mild Negative","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,5,0.222222222222222
1446,"i agree!","i agree!",2009-04-07,"urkinduhsexy",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.215686274509804
1447,"gosh it makes me sad when people don't give god a chance","gosh it makes me sad when people don't give god a chance",2009-04-07,"Divi9elyCreated",-1,"Negative","Mild Negative","Anticipation",0,1,0,1,1,0,1,1,FALSE,0,4,0.206896551724138
1448,"good bless you too! hehe hasta pronto!!","good bless you too! hehe hasta pronto!!",2009-04-06,"activistchica",1,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,1,2,FALSE,12.5,3,0.226415094339623
1449,"i love my grandma","i love my grandma",2009-04-06,"tcforyou",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,2,0.211538461538462
1450,"hi i'd love to see a bumper sticker that read quot ministers make you scream for god! quot i'm so going to hell now!","hi i'd love to see a bumper sticker that read quot ministers make you scream for god! quot i'm so going to hell now!",2009-04-07,"LukeBallard",1.5,"Positive","Mild Positive","Fear",2,1,2,3,2,1,1,1,FALSE,12.5,3,0.245901639344262
1451,"is crying inside please oh please let it rain so warm","is crying inside please oh please let it rain so warm",2009-04-06,"lydkwan",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,3,0.245614035087719
1452,"where!!?!?","where!!?!?",2009-04-06,"official_kianna",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,0,0
1453,"roflmao niqqa please you ackin' a fool now","roflmao niqqa please you ackin' a fool now",2009-04-06,"xXTriBXx",0,"Neutral","Neutral","Disgust",0,0,1,0,0,0,0,0,FALSE,12.5,2,0.226415094339623
1454,"sliced my finger","sliced my finger",2009-04-06,"kristie__",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.211538461538462
1455,"my current favourites are life house and formerly boston legal i guess i enjoy sarcasm","my current favourites are life house and formerly boston legal i guess i enjoy sarcasm",2009-04-07,"rmacfi",0,"Neutral","Neutral","Trust",1,1,1,0,1,1,1,2,FALSE,0,4,0.241379310344828
1456,"rrrrrr you so very sweet a big hi to you!!!!!!!","rrrrrr you so very sweet a big hi to you!!!!!!!",2009-04-06,"HarryHarley",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,12.5,5,0.211538461538462
1457,"goodnight","goodnight",2009-04-06,"kasey__marie",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
1458,"lol goodnight","lol goodnight",2009-04-07,"HoLLyWooDAiNTi",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.211538461538462
1459,"good morning! can't believe this is my last week in london but i will be back in the marketingworld of london for sure!","good morning! can't believe this is my last week in london but i will be back in the marketingworld of london for sure!",2009-04-07,"Carolke",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,12.5,3,0.229508196721311
1460,"where did u move to? i thought u were already in sd ?? hmmm random u found me glad to hear yer doing well","where did u move to? i thought u were already in sd ?? hmmm random u found me glad to hear yer doing well",2009-04-06,"Jenn_L",1,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,0,1,FALSE,12.5,5,0.23728813559322
